,# Instances test set,Misclassified count,Misclassified ratio
Heartbleed,11,11,1.0
DoS,252658,249824,0.9887832564177663
Infiltration,36,34,0.9444444444444444
DDoS,128027,118076,0.9222742077842955
Web Attack,2180,2009,0.921559633027523
SSH-Patator,5897,2969,0.5034763439036798
FTP-Patator,7938,3984,0.5018896447467877
BENIGN,1136374,418501,0.36827752130900565
Bot,1966,99,0.05035605289928789
PortScan,158930,1281,0.008060152268294218
