,# Instances test set,Misclassified count,Misclassified ratio
Heartbleed,11,11,1.0
BENIGN,1136374,1095966,0.9644412842954873
DoS,252658,145874,0.5773575346911636
Infiltration,36,18,0.5
DDoS,128027,21674,0.169292414881236
Bot,1966,5,0.00254323499491353
PortScan,158930,67,0.0004215692443213994
FTP-Patator,7938,0,0.0
SSH-Patator,5897,0,0.0
Web Attack,2180,0,0.0
