,# Instances test set,Misclassified count,Misclassified ratio
SSH-Patator,5897,5864,0.9944039342038324
DDoS,128027,106552,0.8322619447460301
FTP-Patator,7938,6187,0.7794154698916603
DoS,252658,104554,0.4138163050447641
Bot,1966,783,0.3982706002034588
Infiltration,36,14,0.3888888888888889
Web Attack,2180,362,0.16605504587155964
BENIGN,1136374,139929,0.1231363969960594
Heartbleed,11,1,0.09090909090909091
PortScan,158930,312,0.0019631284213175613
