,# Instances test set,Misclassified count,Misclassified ratio
SSH-Patator,5897,5875,0.9962692894692217
Web Attack,2180,2138,0.9807339449541285
Bot,1966,1427,0.7258392675483215
FTP-Patator,7938,3864,0.48677248677248675
Heartbleed,11,5,0.45454545454545453
Infiltration,36,16,0.4444444444444444
DoS,252658,70355,0.2784594194523823
DDoS,128027,29027,0.22672561256609933
BENIGN,1136374,123670,0.10882860748309975
PortScan,158930,799,0.0050273705404895236
