,# Instances test set,Misclassified count,Misclassified ratio
FTP-Patator,7938,7938,1.0
Heartbleed,11,11,1.0
Web Attack,2180,2179,0.9995412844036697
SSH-Patator,5897,5876,0.9964388672206207
DDoS,128027,108098,0.8443375225538363
Bot,1966,1352,0.6876907426246185
Infiltration,36,17,0.4722222222222222
DoS,252658,108634,0.4299646162005557
BENIGN,1136374,153221,0.13483325032075708
PortScan,158930,3817,0.024016862769772857
